project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
CRITERIA3D,"Includes a numerical solution for three-dimensional water and heat flow in the soil, coupled surface and subsurface flow, meteorological data interpolation, radiation budget, crop development and crop water uptake.",ARPA-SIMC,https://github.com/ARPA-SIMC/CRITERIA3D.git,github,"soil,water,heat,crop,water-balance,climate-analysis,3d-water-fluxes,spatial-analysis,agro-meteorological,meteorological-data-interpolation,land-surface-modeling,environmental-modelling,hydrological-modelling,criteria-3d,boundary-conditions,catchments,subsurface-flow",Water Supply,2022-02-12 16:01,18,0,2,checked,C++,ARPA-SIMC,Arpae ER - Servizio Idro Meteo Clima,"C++,C,QMake",,2015-11-17 18:48,GPL-3.0,545,957,2021-08-18 09:28,0,1,1,0,0.00000000,0.58043118,2021-12-03 15:24,v0.9.5,0,5,,,checked,,https://avatars.githubusercontent.com/u/13255471?v=4,
Acclimate,An agent-based model for economic loss propagation.,acclimate,https://github.com/acclimate/acclimate.git,github,"economics,supply-chain,climate-change,agent-based-model,economics-models,model,science-research,modelling,international-trade,extreme-events,extreme-weather",Climate and Earth Science,2022-01-18 01:48,17,0,4,checked,C++,acclimate,Acclimate Model,"C++,CMake",,2017-07-10 09:25,AGPL-3.0,7,319,2022-01-24 09:07,0,6,6,0,0.00000000,0.13432836,2019-01-14 07:49,v3.2.0,0,5,,,,,https://avatars.githubusercontent.com/u/30042497?v=4,
gopem,GOPEM is a graphical user interface of OPEM.,ECSIM,https://github.com/ECSIM/gopem.git,github,"opem,python,matplotlib,pyqt5,qt5,simulation,chemistry,fuel-cell,physics,electrochemistry,physics-simulation",Hydrogen,2021-10-21 22:46,17,0,4,checked,Python,ECSIM,ECSIM,"Python,Inno Setup,Shell,Batchfile,Dockerfile",http://gopem.ecsim.ir/,2018-08-26 17:59,MIT,41,521,2022-02-16 10:24,1,96,111,0,1.00000000,0.28192771,2021-08-18 13:09,v0.7,0,6,,,checked,checked,https://avatars.githubusercontent.com/u/34425602?v=4,
CO2SYS, A MATLAB (or Octave) project to compute variables of ocean CO2 systems.,jamesorr,https://github.com/jamesorr/CO2SYS-MATLAB.git,github,,Salt and Fresh Water,2021-05-08 07:43,17,0,1,checked,Jupyter Notebook,AustralianAntarcticDivision,,"Jupyter Notebook,MATLAB",,2016-12-20 17:29,MIT,0,51,2021-12-23 01:19,1,1,2,0,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/8952518?v=4,
HPXML to Home Energy Score Translator,This translator script takes an HPXML file or directory of files as an input and generates HEScore inputs from it.,NREL,https://github.com/NREL/hescore-hpxml.git,github,,Buildings and Cities,2022-01-04 20:07,17,0,1,checked,Python,NREL,National Renewable Energy Laboratory,Python,,2014-09-18 16:59,BSD-2-Clause,212,704,2022-02-17 22:32,12,68,179,4,2.40000000,0.44293015,2021-07-02 20:04,v6.2,0,5,,,,,https://avatars.githubusercontent.com/u/1906800?v=4,
caliver,CALIbration and VERification of gridded fire danger models.,ecmwf,https://github.com/ecmwf/caliver.git,github,"natural-hazard,geospatial-data,verification,calibration,netcdf,r,wildfire",Life Forms and Biodiversity,2022-02-02 15:03,17,0,4,checked,R,ecmwf,European Centre for Medium-Range Weather Forecasts,"R,Dockerfile",https://ecmwf.github.io/caliver,2016-11-08 16:11,GPL-3.0,27,626,2021-03-18 13:35,2,17,26,0,0.10000000,0.00524476,2021-02-19 16:16,2.0,0,3,,,,checked,https://avatars.githubusercontent.com/u/6368067?v=4,
Glacier Mapping From Satellite Imagery,Use computer vision to automatically segment debris and ice glaciers from satellite images.,krisrs1128,https://github.com/krisrs1128/glacier_mapping.git,github,,Ice and Poles,2022-01-25 13:08,17,0,11,checked,Python,icesat2py,,"Python,Jupyter Notebook,Shell,JavaScript,Batchfile,Makefile,Dockerfile",,2019-10-09 19:22,GPL-3.0,1,1067,2021-01-26 23:50,5,79,85,2,0.80000000,0.38171429,,,0,5,,,,,https://avatars.githubusercontent.com/u/57814535?v=4,
SolarData,Download and manipulate some publicly available solar datasets.,dazhiyang,https://github.com/dazhiyang/SolarData.git,github,solar-energy,Datasets on Energy Systems,2021-11-08 18:56,17,0,6,checked,R,PyPSA,,R,,2018-04-09 06:55,MIT,6,62,2021-02-18 16:08,0,0,0,0,0.00000000,0.00000000,2019-02-20 08:01,v1.0,0,1,,,,,https://avatars.githubusercontent.com/u/32890768?v=4,
phenocamr,Facilitates the retrieval and post-processing of PhenoCam time series.,bluegreen-labs,https://github.com/bluegreen-labs/phenocamr.git,github,"phenocam,phenology-modelling,phenocam-data,remote-sensing",Life Forms and Biodiversity,2021-12-15 00:39,17,0,4,checked,R,bluegreen-labs,BlueGreen Labs,"R,CSS",http://bluegreen-labs.github.io/phenocamr/,2016-01-03 11:53,AGPL-3.0,11,278,2019-10-22 12:49,4,13,25,0,0.00000000,0.03658537,2020-07-18 10:58,v1.1.4,0,3,,,,,https://avatars.githubusercontent.com/u/65854203?v=4,
Renewcast,"Forecasting renewable energy generation in EU countries with machine learning algorithms, based on Streamlit and sktime.",derevirn,https://github.com/derevirn/renewcast.git,github,"time-series,renewable-energy,machine-learning,streamlit,time-series-forecasting",Energy Modeling and Optimization,2022-02-08 18:33,17,0,15,checked,Jupyter Notebook,blue-marble,,"Jupyter Notebook,Python,Shell",https://renewcast.herokuapp.com/,2020-08-08 20:43,Apache-2.0,4,22,2022-01-13 03:39,0,0,0,0,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/22780527?v=4,
dorado,Simulating passive Lagrangian particle transport over flow-fields from any 2D shallow-water hydrodynamic model using a weighted random walk methodology.,passaH2O,https://github.com/passaH2O/dorado.git,github,"lagrangian,particles,particle-transport,tracer,particle-tracking,particle-tracing,random-walk,rivers,hydrodynamic-modeling,simulator,particle,particle-routing,passive-tracers,numerical-modeling,numerical-modelling",Salt and Fresh Water,2022-01-26 20:50,17,0,5,checked,Python,passaH2O,PassaH2O Group,"Python,TeX",https://passah2o.github.io/dorado,2020-07-28 21:09,MIT,21,385,2021-06-15 09:32,0,19,29,0,1.90000000,0.18800000,2021-05-07 19:40,v2.5.0,0,4,,,,,https://avatars.githubusercontent.com/u/30088719?v=4,
OpenPlantPathology,"Open Plant Pathology is an initiative that supports and promotes the spread of all open, transparent and reproducible practices in the field of plant pathology.",openplantpathology,https://github.com/openplantpathology/OpenPlantPathology.git,github,"openplantpathology,reproducible-research",Life Forms and Biodiversity,2021-10-25 03:59,17,0,4,checked,HTML,openplantpathology,Open Plant Pathology,"HTML,JavaScript,TeX,CSS",https://www.openplantpathology.org/,2018-01-08 11:10,MIT,137,1152,2021-03-15 17:21,0,71,98,0,0.00000000,0.25972763,,,0,5,,,,,https://avatars.githubusercontent.com/u/27719812?v=4,
GridLAB-D,A distribution level power system simulator designed to allow users to create and analyze smart grid technologies.,slacgismo,https://github.com/slacgismo/gridlabd.git,github,"power-systems-analysis,power-systems,smartgrid,power-simulator,grid-simulation,transactive-energy",Energy Distribution and Grids,2022-01-03 17:51,17,0,3,checked,C++,slacgismo,SLAC GISMo,"C++,Python,HTML,Jupyter Notebook,XSLT,C,Shell,M4,Makefile,JavaScript,Batchfile,CSS,Awk,PHP,Hack,TeX,MATLAB,Dockerfile",,2016-12-16 17:19,CUSTOM,200,5005,2022-02-02 00:33,90,657,1008,16,0.90000000,0.30826001,2022-02-17 20:28,4.2.30,0,26,,,,checked,https://avatars.githubusercontent.com/u/19895500?v=4,
energy-sparks,An open source application that is designed to help schools improve their energy efficiency.,Energy-Sparks,https://github.com/Energy-Sparks/energy-sparks.git,github,"energy,bath,school,rails,ruby,ruby-on-rails,data",Energy Monitoring and Control,2022-01-31 18:23,17,0,4,checked,Ruby,Energy-Sparks,Energy Sparks,"Ruby,HTML,JavaScript,SCSS,Shell",http://www.energysparks.uk,2016-08-16 16:26,MIT,1110,7614,2022-02-17 10:14,4,1489,1682,4,0.00000000,0.56058282,,,0,8,,,,checked,https://avatars.githubusercontent.com/u/66954989?v=4,
getCRUCLdata,Provides functions that automate importing CRU CL v. 2.0 climatology data into R.,ropensci,https://github.com/ropensci/getCRUCLdata.git,github,"cru,climate-data,cru-cl2,temperature,rainfall,elevation,r,data-access,wind,relative-humidity,solar-radiation,diurnal-temperature,frost,rstats,r-package,peer-reviewed",Climate and Earth Science,2022-01-09 19:16,17,0,2,checked,R,ropensci,rOpenSci,"R,TeX",https://docs.ropensci.org/getCRUCLdata,2016-10-20 09:14,CUSTOM,25,688,2021-12-20 12:42,0,3,9,0,0.00000000,0.01036269,2020-10-26 10:39,v0.3.2,0,4,,,,checked,https://avatars.githubusercontent.com/u/1200269?v=4,
pycoal,A Python toolkit for characterizing Coal and Open-pit surface mining impacts on American Lands.,capstone-coal,https://github.com/capstone-coal/pycoal.git,github,"coal,open-surface-mining,surface-mining-activities,python,classification-algorithm,classification,hyperspectral-image-classification",Soil and Land,2021-10-15 14:38,17,0,1,checked,Python,capstone-coal,COAL Capstone,"Python,Dockerfile",http://capstone-coal.github.io/,2016-10-04 01:41,GPL-2.0,0,498,2021-08-04 16:31,9,104,206,1,1.20000000,0.48780488,,,0,9,,,,,https://avatars.githubusercontent.com/u/22801081?v=4,
Eradiate,A next-generation radiative transfer model for Earth observation applications.,eradiate,https://github.com/eradiate/eradiate.git,github,,Climate and Earth Science,2022-02-15 13:51,17,0,11,checked,Python,eradiate,Eradiate,"Python,Shell,Dockerfile,Makefile,CMake",https://eradiate.readthedocs.io,2020-11-04 09:40,LGPL-3.0,666,992,2022-02-18 09:59,4,166,171,4,2.30000000,0.16330645,,,0,4,,,,,https://avatars.githubusercontent.com/u/65609068?v=4,
Solar Forecast Arbiter,"Core data gathering, validation, processing, and reporting package for the Solar Forecast Arbiter.",SolarArbiter,https://github.com/SolarArbiter/solarforecastarbiter-core.git,github,,Photovoltaics and Solar Energy,2022-01-24 07:36,17,3,6,checked,Python,SolarArbiter,Solar Forecast Arbiter,"Python,Jinja,HTML,TeX,Dockerfile,C",https://solarforecastarbiter-core.readthedocs.io,2019-01-23 17:31,MIT,47,472,2022-02-11 19:07,122,347,654,5,1.80000000,0.48224852,2022-02-11 21:26,1.0.13,0,7,,,,checked,https://avatars.githubusercontent.com/u/43686373?v=4,"SolarArbiter/workshop,SolarArbiter/solarforecastarbiter-dashboard,SolarArbiter/solarforecastarbiter-api"
Open Climate Knowledge,An open research project for data mining Open Access papers related to Climate Change.,petermr,https://github.com/petermr/climate.git,github,,Environmental Knowledge Platforms,2021-07-29 07:24,17,0,1,,,open-sdg,,,,2019-08-29 13:56,Apache-2.0,0,171,2020-01-27 08:50,30,6,9,0,0.00000000,0.20833333,,,0,3,,,,,https://avatars.githubusercontent.com/u/45497269?v=4,
obc,"Performance Evaluation, Specification, Deployment and Verification of Building Control Sequences.",lbl-srg,https://github.com/lbl-srg/obc.git,github,,Buildings and Cities,2021-12-20 15:54,17,0,2,checked,HTML,lbl-srg,,"HTML,Python,CSS,TeX,Modelica,Makefile,Shell",http://obc.lbl.gov,2016-12-15 16:22,CUSTOM,60,657,2022-02-14 14:46,13,62,102,2,0.00000000,0.40925267,,,0,11,,,,,https://avatars.githubusercontent.com/u/3753398?v=4,
teb,A library to calculate the urban surface energy balance at neighborhood scale assuming a simplified canyon geometry.,TEB-model,https://github.com/TEB-model/teb.git,github,"energy-balance-model,urban-meteorology,land-surface-model,meteorology,building-energy,energy-model,energy-consumption,energy-simulation,urban-planning,atmospheric-modelling,environmental-modelling,cmake,teb,town-energy-balance,urban-energy-budget,forecasting-model",Buildings and Cities,2021-12-29 19:18,16,0,7,checked,Fortran,TEB-model,,"Fortran,Python,TeX,CMake",,2019-04-14 10:30,BSD-3-Clause,5,73,2021-12-13 09:51,2,35,43,0,0.40000000,0.02816901,2021-12-13 10:08,4.1.2,0,2,,,,checked,https://avatars.githubusercontent.com/u/44439852?v=4,
sidb,"Contains information on laboratory soil incubation experiments, with emphasis on time series of CO2 release.",SoilBGC-Datashare,https://github.com/SoilBGC-Datashare/sidb.git,github,"scientific,database,soil,science,open-data",Soil and Land,2021-10-21 15:43,16,0,2,checked,R,SoilBGC-Datashare,,"R,Shell",https://soilbgc-datashare.github.io/sidb/,2016-08-02 10:13,MIT,56,610,2021-04-15 06:54,5,0,8,0,0.00000000,0.75055679,2020-06-01 07:39,v1.0.1,0,12,,,,,https://avatars.githubusercontent.com/u/20792238?v=4,
NorESM,Norwegian Earth System Model and Documentation.,NorESMhub,https://github.com/NorESMhub/NorESM.git,github,"noresm,cesm,norwegian",Climate and Earth Science,2022-01-03 11:54,16,0,6,checked,Python,NorESMhub,Norwegian Earth System Modeling hub,"Python,Makefile,Common Lisp,C",https://NorESM-docs.readthedocs.io/en/latest,2018-12-15 22:57,CUSTOM,136,1075,2022-02-04 12:42,8,238,317,1,0.70000000,0.55629877,2021-11-01 13:52,feature-noresm2.0.2_keyClim_v02,0,28,,,,checked,https://avatars.githubusercontent.com/u/12492281?v=4,
icepack,Finite element modeling of glaciers and ice sheets.,CICE-Consortium,https://github.com/CICE-Consortium/Icepack.git,github,,Ice and Poles,2021-12-24 06:51,16,0,2,checked,Fortran,CICE-Consortium,CICE Consortium,"Fortran,Shell,C,Makefile,TypeScript",,2017-05-24 18:09,GPL-3.0,31,610,2021-12-24 06:50,19,273,366,1,3.60000000,0.63461538,2021-09-03 17:21,Icepack1.3.0,0,15,,,,checked,https://avatars.githubusercontent.com/u/28584507?v=4,
IonMonger,A free and fast perovskite solar cell simulator with coupled ion vacancy and charge carrier dynamics in one dimension.,PerovskiteSCModelling,https://github.com/PerovskiteSCModelling/IonMonger.git,github,"perovskite-solar-cells,halide-ion-migration",Photovoltaics and Solar Energy,2021-12-30 16:33,16,0,6,checked,MATLAB,PerovskiteSCModelling,,"MATLAB,TeX",https://join.slack.com/t/perovskitescmodelling/shared_invite/zt-q51flyog-KCxed~m9hX_cijghKPGHIg,2019-08-22 10:21,AGPL-3.0,30,57,2021-12-07 12:52,0,14,15,0,0.10000000,0.02325581,2021-08-17 16:15,v1.4,0,2,,,,,https://avatars.githubusercontent.com/u/45872822?v=4,
monitoring-ecosystem-resilience,The focus is understanding vegetation patterns in semi-arid environments.,alan-turing-institute,https://github.com/alan-turing-institute/monitoring-ecosystem-resilience.git,github,"hut23,hut23-240",Life Forms and Biodiversity,2022-01-01 12:04,16,0,3,checked,Python,alan-turing-institute,The Alan Turing Institute,"Python,Jupyter Notebook,R,JavaScript,TeX,Shell,Makefile",,2019-07-18 09:23,MIT,1,1566,2020-11-10 16:24,71,216,416,0,0.20000000,0.60346184,2020-11-19 15:04,v1.1.0,0,7,,,,checked,https://avatars.githubusercontent.com/u/18304793?v=4,
airQualityMeter,"Detects air particulate matter (PM - pm1, pm2.5, pm10) concentrations and sends data to an MQTT server.",rpanfili,https://github.com/rpanfili/airQualityMeter.git,github,"arduino,air,airquality,esp8266,esp32,nodemcu,iot,particles,pms5003,pms5003st,pm10,plantower",Air Quality,2021-09-19 22:44,16,0,4,,C++,rOpenSci Archive,,C++,,2018-12-01 10:52,GPL-3.0,0,22,2020-03-01 13:17,3,0,4,0,0.00000000,0.00000000,2020-02-19 20:28,v1.1.1,0,1,,,,,https://avatars.githubusercontent.com/u/68704009?v=4,
nempy,Aims to enhance the Australian electricity industries modeling and analytical capabilities.,UNSW-CEEM,https://github.com/UNSW-CEEM/nempy.git,github,,Energy Modeling and Optimization,2022-02-18 10:54,16,0,11,checked,Python,UNSW-CEEM,Collaboration on Energy and Environmental Markets (CEEM),"Python,TeX",,2020-04-14 04:36,CUSTOM,114,297,2022-02-15 05:08,0,1,6,0,0.00000000,0.00350877,2022-02-15 05:03,v1.1.3,0,2,,,,,https://avatars.githubusercontent.com/u/33536784?v=4,
DeepIceDrain,Mapping and monitoring deep subglacial water activity in Antarctica using remote sensing and machine learning.,weiji14,https://github.com/weiji14/deepicedrain.git,github,"intake,binder,python3,jupyter-lab,big-data,antarctica,ice-sheet,hdf5,zarr,pygmt,datashader,analysis-ready-data,icesat-2,hacktoberfest",Ice and Poles,2022-02-08 12:26,16,0,15,checked,Jupyter Notebook,icesat2py,,"Jupyter Notebook,Shell,Python,Gherkin,Dockerfile,Makefile",,2019-10-09 02:02,LGPL-3.0,92,529,2021-10-09 09:07,6,315,323,2,0.20000000,0.00000000,2021-07-05 02:53,v0.4.2,0,2,,,,,https://avatars.githubusercontent.com/u/57814535?v=4,
Peaky Finders,A Plotly Dash application with helpful peak load visualizations and a day ahead forecasting model for five different ISOs.,kbaranko,https://github.com/kbaranko/peaky-finders.git,github,,Energy Modeling and Optimization,2022-02-18 21:20,16,0,13,checked,Python,blue-marble,,Python,,2020-01-04 01:27,Apache-2.0,60,173,2022-01-13 03:39,10,15,15,10,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/22780527?v=4,
canopyLazR,An R package that estimates leaf area density and leaf area index from airborne LiDAR point clouds.,akamoske,https://github.com/akamoske/canopyLazR.git,github,,Life Forms and Biodiversity,2022-02-16 18:44,16,0,6,checked,R,manaakiwhenua,,R,,2018-08-09 16:08,CUSTOM,2,152,2018-08-23 16:00,0,2,3,0,0.00000000,0.04697987,2020-08-16 17:40,v1.0,0,2,,,,,https://avatars.githubusercontent.com/u/47998937?v=4,
energyRt,Making Energy Systems Modeling as simple as a linear regression in R.,energyRt,https://github.com/energyRt/energyRt.git,github,"energy-models,gams,glpk,pyomo,julia",Energy Modeling and Optimization,2022-01-17 21:01,16,0,1,checked,R,MATPOWER,,"R,Python,GAMS,Julia,AMPL",http://www.energyRt.org,2016-03-17 16:08,AGPL-3.0,22,1298,2021-09-29 12:03,0,24,29,0,0.00000000,0.18065068,2020-01-17 08:33,0.01.04.9000,0,5,,,,,https://avatars.githubusercontent.com/u/22669039?v=4,
EIAdata,Provides programmatic access to the Energy Information Administration's API.,Matt-Brigida,https://github.com/Matt-Brigida/EIAdata.git,github,,Energy Modeling and Optimization,2022-02-12 09:34,16,0,4,checked,R,,,R,,2014-08-07 21:35,MPL-2.0,9,71,2022-02-13 18:49,2,4,15,0,0.00000000,0.10606061,2022-02-13 18:16,v0.1.3,0,4,,,,,https://avatars.githubusercontent.com/u/93986058?v=4,
CRootBox,"The focus of CRootBox is the simulation of different types of root architecture, and to provide a generic interface for coupling with arbitrary soil/environmental models, e.g., in order to determine the impact of specific root architectures on function.",Plant-Root-Soil-Interactions-Modelling,https://github.com/Plant-Root-Soil-Interactions-Modelling/CRootBox.git,github,,Life Forms and Biodiversity,2021-09-14 02:43,16,0,1,,C++,Plant-Root-Soil-Interactions-Modelling,,"C++,Python,TeX,Makefile,CMake,MATLAB",https://plant-root-soil-interactions-modelling.github.io/CRootBox/,2017-02-03 14:20,CUSTOM,0,389,2019-09-26 07:31,5,11,23,2,0.00000000,0.38349515,,,0,7,,,,,https://avatars.githubusercontent.com/u/25530913?v=4,
